pathway	Adipo	Fib	mCAF	MSC
Hallmark_adipogenesis	1.4975353630315957	-0.4181423245468967	-0.5394074450923133	-0.5399855933923863
Hallmark_fatty_acid_metabolism	1.4664752736715119	-0.3650434058758869	-0.7848286245392194	-0.31660324325640465
Hallmark_peroxisome	1.4425134563632906	-0.5015695303992933	-0.8058040360689566	-0.13513988989504236
Hallmark_heme_metabolism	1.4511814338222802	-0.2661388975252336	-0.8385696647465262	-0.34647287155051926
Hallmark_cholesterol_homeostasis	1.4137853353110612	-0.148408365417631	-0.9315166502567446	-0.3338603196366865
Hallmark_bile_acid_metabolism	1.2790447597310428	0.3001275367453864	-0.9059377561179242	-0.673234540358504
Hallmark_tnfa_signaling_via_nfkb	1.3131779119044742	0.16187832024141335	-0.45339457605539535	-1.0216616560904943
Hallmark_myc_targets_v2	1.3668642493123073	-0.5192738293694115	-0.9252092375446915	0.07761881760179558
Hallmark_il6_jak_stat3_signaling	0.68692491884126194	0.14731503088222325	0.6217386032646979	-1.4559785529881812
Hallmark_pancreas_beta_cells	1.3969919315635024	-0.838476730943045	-0.5869918201749396	0.0284766195544794
Hallmark_apical_junction	-1.3809620506511302	1.0086005725619218	0.12986837580704164	0.24249310228216753
Hallmark_mitotic_spindle	-0.9934325643079239	1.2407798059840256	-0.5942938946535967	0.3469466529774951
Hallmark_uv_response_dn	-1.2288959330912737	1.033087470344341	0.5470003164196406	-0.3511918536727059
Hallmark_mtorc1_signaling	-0.7462868649072787	1.0773172130801172	-0.948985975061937	0.6179556268890986
Hallmark_complement	-1.24796593923194	1.1527592301732907	-0.18605773876857157	0.2812644478272176
Hallmark_interferon_gamma_response	-1.126060989489093	0.8678682236466589	0.8166498870823681	-0.5584571212399332
Hallmark_g2m_checkpoint	-0.7385202684579399	0.8771514279425023	-0.9846253323247668	0.8459941728402061
Hallmark_inflammatory_response	-1.0090573731182881	1.2632018695041978	0.293540128060464	-0.5476846244463737
Hallmark_hedgehog_signaling	-1.1184218972645803	1.1834487568209886	-0.44872686869270606	0.38370000913629426
Hallmark_notch_signaling	0.6387125592659353	0.9055766950806938	-0.2338313051119615	-1.310457949234665
Hallmark_epithelial_mesenchymal_transition	-1.3703903699984419	0.2850403461841904	1.0179590836820656	0.06739094013218712
Hallmark_allograft_rejection	-0.0875130449406809	-0.26287211533551064	1.3714063648925923	-1.0210212046164031
Hallmark_angiogenesis	-0.45240647882674945	0.09072985206222407	1.3473912441759035	-0.9857146174113781
Hallmark_interferon_alpha_response	-1.164867909939178	0.3160148547999821	1.193497918706371	-0.3446448635671762
Hallmark_coagulation	-1.2254403989947444	0.4064220549948024	1.1158098933011737	-0.2967915493012328
Hallmark_kras_signaling_up	-0.35043849495030494	0.6362430713194789	0.9597185640393631	-1.245523140408537
Hallmark_e2f_targets	0.34517848034090926	-1.371276603136828	0.9998825111507513	0.026215611645167364
Hallmark_dna_repair	-0.22620557673059258	-1.1265806118293948	1.294710135176796	0.05807605338320576
Hallmark_apical_surface	-0.3514648795371453	-0.4722438069091386	-0.6638338609569471	1.487542547403232
Hallmark_p53_pathway	-0.5544557043131388	-0.4579441194904207	-0.48636982211191093	1.498769645915473
Hallmark_estrogen_response_late	-0.05727966565225226	0.16039207858993487	-1.2692748390308668	1.166162426093181
Hallmark_kras_signaling_dn	0.42617203015050525	-1.3292016842098044	-0.11587789646792372	1.018907550527223
Hallmark_myc_targets_v1	-0.8179967959732695	0.5871785919765563	-0.8744050273344619	1.1052232313311703
Hallmark_oxidative_phosphorylation	0.11648598876405811	0.42355108957981485	-1.4235382542059523	0.8835011758620817
Hallmark_unfolded_protein_response	-1.3121577044072423	0.5275255195694047	-0.19595899299012778	0.9805911778279678
Hallmark_estrogen_response_early	-0.9616199703825216	0.43470106930130353	-0.6712865707805621	1.1982054718617736
Hallmark_myogenesis	-1.0540022955330304	0.5303538523125508	-0.5957013192060955	1.1193497624265873
