pathway	CD4_Th17/Th2	CD4_TN	CD8_Act_Treg	CD8_Tex_TRM	Cyto_gdT/CD8_CTL	FOXP3-_Treg
organ or tissue specific immune response (34g)	1.2010632514673183	-0.41065454529660533	1.1129754713003497	0.15046135372800154	-1.1226206200867523	-0.9312249111123099
skeletal muscle fiber adaptation (4g)	1.6246277139693441	-0.4723484121468599	0.6400966045402885	-0.0786648964763123	-0.5010766222362801	-1.2126343876501802
positive regulation of transcription from RNA polymerase II promoter in response to heat stress (8g)	1.5241218553669909	-1.0412153697597997	0.15694342144709464	0.727584319262761	-0.4557096977698744	-0.9117245285471696
response to muscle activity involved in regulation of muscle adaptation (4g)	1.349875570081319	-0.4839721906486712	1.0035711252936967	0.06139123649149487	-0.7802819575261146	-1.150583783691724
response to aluminum ion (5g)	1.6405274772799538	0.16799852119524863	-0.5033996174567745	-1.243252517938578	0.45867715500335543	-0.5205510180832094
response to interleukin-17 (9g)	0.9742625910519835	-0.0638032684464016	0.6057092028913403	0.8852671512801579	-1.1209891604853275	-1.2804465162917515
cellular response to interleukin-17 (9g)	0.9742625910519835	-0.0638032684464016	0.6057092028913403	0.8852671512801579	-1.1209891604853275	-1.2804465162917515
acute inflammatory response to non-antigenic stimulus (3g)	1.2004655817738625	-0.24493956933737945	1.1432428873360847	-0.3173888177242731	-0.3884502900440966	-1.392929792004198
cellular response to copper ion (30g)	1.1901752930835139	0.09601428509308851	0.5105597253175819	-0.3189449308662836	0.2906399558227574	-1.7684443284506635
DNA protection (5g)	1.1628824194842595	-0.092854116436621	0.9308176440471152	0.1961724892369699	-0.698051695623453	-1.498966740708272
cellular response to interleukin-12 (48g)	-0.9864050665170352	1.2210585770419062	-1.340904760553216	0.2807876941459058	0.8117672707728892	0.013696285109548345
response to interleukin-12 (49g)	-0.980627947284535	1.222486666545913	-1.350775565527894	0.3139776383108581	0.7878248403734293	0.007114367582224868
cellular response to cytokine stimulus (1089g)	-0.9838991110805907	0.9485463969470209	-1.4788035372080444	0.4889550206938876	0.8132221186066911	0.21197911204104336
cellular response to stress (2048g)	-1.0040550975453197	0.761011964764472	-1.5272639385446027	0.441223424500797	0.6307096483179505	0.6983739985067031
response to cytokine (1177g)	-0.9706872590412338	0.9105876547336467	-1.5225258656702183	0.5719006085356445	0.6959649985615489	0.3147598628806238
natural killer cell cytokine production (9g)	-0.8217000894227313	1.2934508798211943	-1.4585868367564419	0.3563828862705404	0.6303248734496424	1.2828663779940923e-4
inflammatory response (824g)	-1.1466694395922366	1.0785288724764772	-1.3357702143047592	0.24253442163666797	0.6277101529738551	0.5336662068099954
response to interleukin-21 (8g)	-0.8245480538107604	1.1470270202258366	-1.4760957585321772	0.4173280568607475	0.8042450300882183	-0.0679562948318634
cellular response to interleukin-21 (8g)	-0.8245480538107604	1.1470270202258366	-1.4760957585321772	0.4173280568607475	0.8042450300882183	-0.0679562948318634
response to lipopolysaccharide (330g)	-1.1263915912721472	0.9350937977806201	-1.1391884579983134	-0.36020586574435215	0.8531897271304644	0.8375023901037225
detection of chemical stimulus involved in sensory perception (491g)	0.9432895870831618	-0.45389426508618075	1.4603036914663559	-0.26410199889864366	-0.4677456002578002	-1.2178514143068933
detection of chemical stimulus involved in sensory perception of smell (442g)	0.9352760826232676	-0.45610658255708064	1.4624929512354148	-0.25761975117849795	-0.45863384498902543	-1.2254088551340787
detection of chemical stimulus (526g)	0.9226330723571544	-0.4582973988088111	1.4880407354695193	-0.29851953453520186	-0.4610655636907887	-1.1927913107918708
detection of stimulus involved in sensory perception (547g)	0.9540056242057608	-0.48617749819719397	1.484787108134126	-0.32620831324692895	-0.48161610171042735	-1.1447908191853384
protein activation cascade (218g)	0.48506280258830836	-0.24017766862498313	1.795726132310677	-0.43243855633467543	-0.7702959327026795	-0.8378767772366474
complement activation (195g)	0.4798528306371946	-0.16184140089225144	1.7734272338239676	-0.42359069362769125	-0.7151448473418499	-0.9527031225993696
detection of stimulus (716g)	0.8761703138924555	-0.5130714230656513	1.5482852212297602	-0.49897007987263925	-0.30280378739555797	-1.1096102447883645
complement activation, classical pathway (161g)	0.4579045308044652	-0.1735604069407846	1.7655622698935785	-0.29199635343439784	-0.7995687128201237	-0.9583413275027385
detection of chemical stimulus involved in sensory perception of taste (46g)	1.0069182803225747	-0.48906324728314043	1.4469447975512448	-0.30889412450701936	-0.5222928819356082	-1.1336128241480525
antimicrobial humoral immune response mediated by antimicrobial peptide (68g)	0.6109946496928045	-0.3570364480219526	1.48328649941371	-0.5857243599804915	0.22829178660772584	-1.3798121277117954
detection of virus (6g)	0.5914140455807901	-0.10488658679401132	-0.32222226416062244	1.359718620365293	-1.635293655324289	0.11126984033284075
adaptive immune response (719g)	-0.2871874514311324	1.0331207425347912	-1.3430204325692867	1.253757282505294	0.03150229294085275	-0.6881724339805155
response to interleukin-4 (36g)	0.7342004778462974	-0.5753836807663526	0.10820913490208824	1.4716086362869538	-1.3389538467962405	-0.39968072147274836
cellular response to interleukin-4 (33g)	0.8048199194701724	-0.627988228175063	0.23926750702787541	1.3890778547847986	-1.3159753668084222	-0.48920168629935934
