pathway	Eosinophil	Foam_Cell	FOLR2_Mac	M2_Mac	Mast	TREM2_Mac
Hallmark_kras_signaling_dn	1.265898537398215	-0.920720248857587	-0.5260796708020049	0.8080132972796961	-1.1572072867814374	0.5300953717631148
Hallmark_spermatogenesis	1.5774099494438674	0.04644793487824757	0.30104620567063434	0.24206667922377867	-1.1625871806766805	-1.004383588539845
Hallmark_bile_acid_metabolism	-0.17418884235951668	1.905699392697902	-0.3052186229465595	0.02152415468340787	-1.0371656595261627	-0.4106504225490699
Hallmark_myogenesis	0.46590434825388655	1.674586204281926	-0.7450870145171756	-0.4743244688497169	-1.0827784340131874	0.16169936484426198
Hallmark_epithelial_mesenchymal_transition	-0.18552806394033364	1.9958719718437332	-0.5904952047440324	-0.37483736761050224	-0.16186732455412461	-0.6831440109947404
Hallmark_estrogen_response_early	0.27602273523949344	1.6046240532666207	-1.1853690659893865	0.40593526575231126	-0.8445238396221115	-0.25668914864693204
Hallmark_estrogen_response_late	-0.4923802482927997	1.8581568661471195	-1.132360820433029	-0.06582252055821293	-0.0379852490606381	-0.12960802780244157
Hallmark_fatty_acid_metabolism	-0.6323407039657504	1.849573945668055	-0.06029083850638876	0.26822840005629306	-0.9224473617191252	-0.5027234415330819
Hallmark_xenobiotic_metabolism	-0.4615798470537766	1.402613978688152	0.03660589921985945	0.5939136306179414	-1.570204718960246	-0.0013489425119288926
Hallmark_hedgehog_signaling	-0.5780926104011099	1.3950693013680053	-0.9295625145177453	-0.06295685005809612	-0.870386512843888	1.0459291864528315
Hallmark_oxidative_phosphorylation	-1.254802461202173	1.6283025467236725	0.5739643047391149	-0.280738711292063	-0.6013094638925243	-0.06541621507602359
Hallmark_adipogenesis	-0.5288121820323456	1.6852896763146026	-0.19568597874140672	0.5774273733484502	-1.1724593757732817	-0.36575951311601684
Hallmark_dna_repair	-1.314288070554529	-0.7149145074500637	1.164685350193324	0.3874748807711203	0.993878925190487	-0.516836578150337
Hallmark_androgen_response	0.3614252321851356	-0.8454470493634196	-0.5227731731132496	1.5641465574063735	-1.0784959070873348	0.5211443399724964
Hallmark_complement	-0.07109704163478135	-1.5264389981410602	-0.42797610862344443	1.2553964652789145	-0.1668507914324829	0.936966474552849
Hallmark_kras_signaling_up	0.32921747636795395	-1.4979170375199231	-0.6908201996640841	1.305662520008852	-0.11835249218867976	0.6722097329958783
Hallmark_heme_metabolism	0.34585093479010276	-0.5768158288786118	-0.6929579278394559	1.4278254277501132	-1.2271014376332516	0.7231988318111082
Hallmark_inflammatory_response	-0.28937323187812636	-1.5756766721228885	-0.5766645099510366	1.0738515230070995	0.605564797954948	0.7622980929900022
Hallmark_protein_secretion	-0.06031921562212061	0.04631336656149036	-0.42220329659747025	1.3148991932825491	-1.6014450737766124	0.7227550261521696
Hallmark_tnfa_signaling_via_nfkb	-0.3850870341539249	-1.0389376490302145	-0.8020204317105645	1.3200049940657643	1.1516659757530212	-0.24562585492408176
Hallmark_apoptosis	-0.7247342100916128	-0.8149857656241041	-0.9204586960536082	1.583315283118268	0.24871832041888656	0.6281450682321704
Hallmark_il2_stat5_signaling	0.1431694330863808	-1.4721441566365574	-0.9465640083652842	1.0602956421124263	0.4437985592762029	0.7714445305268381
