gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	pct_diff
NOV	6.02e-42	-11.231	0	0.369	1.9999999999999997e-37	-0.369
HSD3B2	1.8700000000000002e-29	-10.835	0	0.262	6.21e-25	-0.262
DLK1	2.99e-30	-8.947	0.001	0.291	9.920000000000001e-26	-0.29
GML	3.3699999999999995e-61	-8.205	0.003	0.563	1.12e-56	-0.56
JAG1	5.93e-13	7.471	0.24	0	1.97e-8	0.24
MEG3	2.6699999999999998e-64	-7.417	0.006	0.602	8.86e-60	-0.596
TBX3	2.17e-20	-7.37	0.001	0.204	7.19e-16	-0.203
RARRES2	1.08e-36	-7.235	0.003	0.369	3.5799999999999997e-32	-0.366
DHCR24	1.1399999999999998e-43	-7.021	0.005	0.437	3.78e-39	-0.432
RGN	1.7199999999999998e-23	-7.009	0.002	0.243	5.72e-19	-0.241
FADS2	9.82e-20	-6.118	0.007	0.233	3.26e-15	-0.226
AL117190.1	2.2e-19	-5.677	0.007	0.233	7.31e-15	-0.226
SLIT2	8.56e-24	-5.66	0.008	0.282	2.84e-19	-0.274
RALYL	1.31e-43	-5.578	0.012	0.485	4.3499999999999997e-39	-0.473
AOX1	9.3e-20	-5.534	0.008	0.243	3.08e-15	-0.235
MT2A	5.03e-28	-5.52	0.009	0.33	1.67e-23	-0.321
RIMS2	5.34e-28	-5.381	0.011	0.34	1.7699999999999998e-23	-0.329
SCARB1	5.409999999999999e-67	-4.829	0.046	0.767	1.7899999999999997e-62	-0.721
MEIS1	3.84e-19	-4.789	0.007	0.233	1.28e-14	-0.226
SORBS2	2.84e-54	-4.775	0.037	0.66	9.41e-50	-0.623
DCN	7.98e-23	-4.692	0.009	0.282	2.65e-18	-0.273
STAR	9.49e-19	-4.565	0.003	0.204	3.15e-14	-0.201
CLU	1.82e-16	-4.561	0.01	0.223	6.02e-12	-0.213
APOC1	1.78e-17	-4.429	0.015	0.252	5.89e-13	-0.237
IGFBP5	4.72e-14	-4.291	0.015	0.214	1.57e-9	-0.199
MEG8	1.95e-17	-3.994	0.01	0.233	6.48e-13	-0.223
PRKG1	1.28e-32	-3.975	0.054	0.515	4.25e-28	-0.461
PDE10A	4.25e-20	-3.955	0.023	0.311	1.41e-15	-0.288
C7	1.12e-20	-3.941	0.018	0.301	3.71e-16	-0.283
PDGFD	2.02e-20	-3.925	0.025	0.32	6.71e-16	-0.295
AKR1B1	8.840000000000001e-21	-3.922	0.032	0.34	2.93e-16	-0.308
ABCC3	1.45e-28	-3.79	0.039	0.447	4.8e-24	-0.408
SPON2	1.9099999999999998e-35	-3.759	0.173	0.621	6.32e-31	-0.448
TPD52L1	9.67e-14	-3.745	0.012	0.204	3.21e-9	-0.192
PSD3	7.68e-26	-3.722	0.046	0.437	2.5500000000000004e-21	-0.391
PCDH15	8.32e-22	-3.716	0.042	0.379	2.76e-17	-0.337
LSAMP	4.3e-14	-3.639	0.032	0.262	1.43e-9	-0.23
IGKC	3.95e-9	3.593	0.279	0.039	1.31e-4	0.24
APOE	2.3999999999999996e-31	-3.57	0.066	0.534	7.970000000000001e-27	-0.468
ATRNL1	6.06e-14	-3.557	0.023	0.243	2.01e-9	-0.22
LDLR	1.93e-23	-3.524	0.022	0.34	6.4e-19	-0.318
PEBP1	2.9800000000000003e-27	-3.519	0.039	0.437	9.869999999999999e-23	-0.398
DLG5	1.96e-11	-3.494	0.024	0.214	6.49e-7	-0.19
GRAMD1B	5.69e-36	-3.476	0.076	0.602	1.89e-31	-0.526
FOSL2	1.45e-13	-3.447	0.024	0.243	4.82e-9	-0.219
DACH1	3.46e-12	-3.396	0.017	0.204	1.15e-7	-0.187
LINC00484	3.48e-12	-3.279	0.029	0.243	1.15e-7	-0.214
SCD5	2.02e-18	-3.278	0.031	0.32	6.7e-14	-0.289
FBXL7	1.9600000000000002e-26	-3.225	0.057	0.476	6.52e-22	-0.419
PBX1	1.53e-23	-3.22	0.052	0.437	5.09e-19	-0.385
PAPSS2	1.86e-10	-3.178	0.024	0.204	6.17e-6	-0.18
IGFBP7	1.87e-12	-3.165	0.044	0.272	6.2e-8	-0.228
PLEKHA5	3.8700000000000004e-21	-3.123	0.061	0.427	1.28e-16	-0.366
FDX1	4.37e-20	-3.084	0.044	0.379	1.45e-15	-0.335
ALAS1	3.97e-12	-3.06	0.018	0.204	1.32e-7	-0.186
BORCS7-ASMT	1.42e-14	-2.989	0.036	0.291	4.73e-10	-0.255
TENM3	4.96e-11	-2.973	0.036	0.243	1.65e-6	-0.207
PLD1	3.82e-12	-2.963	0.037	0.262	1.27e-7	-0.225
ITGA9	4.75e-11	-2.937	0.045	0.262	1.57e-6	-0.217
MGP	7.18e-10	-2.933	0.034	0.223	2.38e-5	-0.189
COBLL1	1.2e-12	-2.858	0.051	0.291	3.99e-8	-0.24
LRMDA	1.71e-31	-2.694	0.159	0.68	5.690000000000001e-27	-0.521
MAGI2	2.18e-15	-2.57	0.078	0.388	7.24e-11	-0.31
