gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	pct_diff
CYP17A1	3.05e-25	-5.452	0.25	1	1.01e-20	-0.75
CYP11B1	6.38e-23	-5.037	0	1	2.12e-18	-1
GML	8.82e-30	-4.129	1	1	2.92e-25	0
CYP21A2	1.71e-16	-4.019	0.25	1	5.68e-12	-0.75
MT2A	1.03e-14	-4.007	0.75	1	3.41e-10	-0.25
RARRES2	2.21e-17	-3.947	0	1	7.33e-13	-1
SCARB1	5.41e-21	-3.82	1	1	1.79e-16	0
MEG3	7.96e-17	-3.64	0.5	0.75	2.64e-12	-0.25
STAR	8.63e-12	-3.492	0.25	1	2.86e-7	-0.75
APOE	5.5e-10	-3.45	0.75	1	1.83e-5	-0.25
NOV	8.71e-14	-3.408	0	1	2.89e-9	-1
PEBP1	3.19e-13	-3.405	0.75	1	1.06e-8	-0.25
DHCR24	6.47e-17	-3.34	0.5	1	2.15e-12	-0.5
SORBS2	1.61e-22	-3.256	1	1	5.33e-18	0
CYP11A1	1.58e-14	-3.199	0.5	1	5.23e-10	-0.5
HSD3B2	9.69e-13	-3.145	0	0.75	3.21e-8	-0.75
ABCC3	1.17e-12	-3.135	0.75	0.75	3.88e-8	0
PDE10A	5.19e-12	-3.106	0.5	1	1.72e-7	-0.5
FADS2	3.53e-9	-3.033	0.5	1	1.17e-4	-0.5
RIMS2	3.61e-13	-3.023	0.75	0.75	1.2e-8	0
FBXL7	7.96e-12	-3.001	1	1	2.64e-7	0
AOX1	1.41e-13	-2.988	0.5	1	4.68e-9	-0.5
RALYL	2.46e-12	-2.955	0.5	0.75	8.15e-8	-0.25
MEIS1	6.33e-12	-2.91	0.5	0.75	2.1e-7	-0.25
PBX1	3.74e-10	-2.877	1	1	1.24e-5	0
SLIT2	3.86e-12	-2.857	0.75	0.75	1.28e-7	0
APOC1	1.89e-8	-2.824	0.75	1	6.27e-4	-0.25
PCDH15	4.81e-12	-2.785	0.75	0.75	1.6e-7	0
AL117190.1	4.91e-10	-2.724	0.25	0.75	1.63e-5	-0.5
PAPSS2	4.21e-7	-2.702	0.5	1	0.014	-0.5
LSAMP	2.29e-8	-2.641	0.75	1	7.61e-4	-0.25
C7	1.08e-10	-2.62	1	1	3.57e-6	0
SLC16A9	8.03e-9	-2.618	0.25	1	2.66e-4	-0.75
TBX3	4.26e-11	-2.58	0	0.75	1.41e-6	-0.75
FDX1	2.41e-11	-2.534	1	1	7.99e-7	0
GSTA1	9.94e-9	-2.529	0.25	1	3.3e-4	-0.75
CLU	1.63e-8	-2.524	0.75	1	5.42e-4	-0.25
IGFBP5	7.02e-8	-2.512	0.5	1	0.002	-0.5
PSD3	8.47e-8	-2.47	0.75	0.75	0.003	0
RGN	1.32e-9	-2.376	0.5	0.75	4.37e-5	-0.25
CALN1	7.47e-11	-2.374	1	0.75	2.48e-6	0.25
AKR1B1	4.88e-11	-2.361	1	1	1.62e-6	0
CACNA2D1	6.93e-7	-2.229	0.75	0.75	0.023	0
MEG8	1.57e-7	-2.21	0.75	1	0.005	-0.25
C3	2.19e-8	-2.209	0.75	0.75	7.25e-4	0
NXPH1	3.6e-7	-2.203	0.25	0.75	0.012	-0.5
GRAMD1B	5.62e-9	-2.106	1	1	1.87e-4	0
LRMDA	4.76e-9	-2.103	1	1	1.58e-4	0
SGK1	8.86e-7	-2.089	1	1	0.029	0
ITGA9	1.76e-8	-2.056	1	0.75	5.84e-4	0.25
TENM3	1.82e-7	-2.031	1	0.75	0.006	0.25
MAP3K15	4.74e-7	-2.02	0.75	0.75	0.016	0
GSTA4	4.75e-7	-1.987	0.5	0.75	0.016	-0.25
BORCS7-ASMT	3.69e-8	-1.961	1	0.75	0.001	0.25
DCN	4.69e-7	-1.946	0.75	0.75	0.016	0
SNTB1	6.01e-10	-1.935	1	1	2e-5	0
MT-CO3	3.52e-7	-1.931	1	1	0.012	0
C2CD2	3.28e-7	-1.89	1	0.75	0.011	0.25
RDX	4.59e-8	-1.758	1	1	0.002	0
