pathway	CD4_Th17/Th2	CD4_TN	CD8_Act_Treg	CD8_Tex_TRM	Cyto_gdT/CD8_CTL	FOXP3-_Treg
trans-synaptic signaling by BDNF (4g)	1.572363484807958	-0.3351022487903921	0.06518668420260804	-0.7887939021976491	-1.167050664340361	0.6533966463178338
trans-synaptic signaling by BDNF, modulating synaptic transmission (4g)	1.572363484807958	-0.3351022487903921	0.06518668420260804	-0.7887939021976491	-1.167050664340361	0.6533966463178338
retrograde trans-synaptic signaling by lipid (5g)	-1.0496951947364617	1.1386367364341166	-1.0820581884579672	-0.5208705680786175	0.6751044587412313	0.8388827560977014
retrograde trans-synaptic signaling by endocannabinoid (5g)	-1.0496951947364617	1.1386367364341166	-1.0820581884579672	-0.5208705680786175	0.6751044587412313	0.8388827560977014
epithelial-mesenchymal cell signaling (6g)	0.3405763018100423	-0.6710368361997338	1.8309511994273007	-0.13303771623509175	-0.4300808210886334	-0.937372127713884
synaptic transmission, cholinergic (32g)	0.2185682475225223	-0.8150065240718003	1.6042812681187761	-1.216592268291763	-0.22150035463864823	0.43024963136091415
synaptic transmission, glycinergic (7g)	0.9249004152564452	-0.676725847976459	1.5656162226710655	-0.4420944100036244	-0.9085859787650292	-0.4631104011823998
cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation (6g)	0.4169822151413851	-0.6239464563096789	1.8588107039903914	-0.565028180132147	-0.35394201423962185	-0.7328762684503277
autocrine signaling (7g)	0.5916155572170468	-1.161390528730759	1.1725440602794677	-0.8951172901625792	0.8818149099112415	-0.5894667085144174
synaptic transmission involved in micturition (3g)	0.04500037668543272	-0.7867094783125739	1.77055235446483	-1.0233500559798183	-0.316551552381718	0.31105835552384986
paracrine signaling (7g)	0.4274586778663224	-0.20785604481993336	1.6688257809358413	0.09241647499953931	-1.0870697783354506	-0.8937751106463205
trans-synaptic signaling by lipid, modulating synaptic transmission (3g)	-0.5349588377091621	-0.09109271015630777	-0.07348997014859675	-1.354634610702699	1.6416064416231508	0.41256968709361413
trans-synaptic signaling by endocannabinoid, modulating synaptic transmission (3g)	-0.5349588377091621	-0.09109271015630777	-0.07348997014859675	-1.354634610702699	1.6416064416231508	0.41256968709361413
trans-synaptic signaling, modulating synaptic transmission (13g)	-0.082471736723939107	-0.10837410914715578	0.1848546327752627	-1.8104131442196039	1.0082623666683705	0.8081419906470675
synaptic signaling (729g)	-0.900644503491746	0.012568930651508008	-0.8822855669315832	-0.3897977962259653	0.3999441717642268	1.7602147642335597
trans-synaptic signaling (724g)	-0.9010760813825474	0.014398914621773746	-0.8844819148085376	-0.3920168628390242	0.40623472937083394	1.7569412150375057
anterograde trans-synaptic signaling (716g)	-0.9084226645060591	0.03136694318936352	-0.901345181505203	-0.38602456720639927	0.42267597822059066	1.741749491807705
chemical synaptic transmission (716g)	-0.9084226645060591	0.03136694318936352	-0.901345181505203	-0.38602456720639927	0.42267597822059066	1.741749491807705
cell-cell signaling (1666g)	-0.944398165442493	0.06697961232396357	-1.1187028724386345	0.06441933630085386	0.2650502925840042	1.6666517966723058
signaling (6691g)	-1.0115608364799278	0.5084619139682423	-1.426180081311034	0.2578460649654274	0.5033816201811276	1.1680513186761534
multicellular organismal signaling (200g)	-0.45269904896441776	-0.25674989329333414	-0.6141564149964435	-0.140885723566064	-0.5444179060928005	2.008908986913067
synaptic transmission, glutamatergic (103g)	-0.0521776682442547	-0.5308082466275288	-0.14852813866487605	-0.22822821867326934	-0.9659536724284631	1.92569594463839
cardiac conduction (142g)	-0.7121097512982602	-0.10482427191522672	-0.6368993224856553	-0.4112768328017138	-0.10855110249168254	1.973661280992541
cell-cell signaling by wnt (522g)	-0.9189525750240123	0.34371894496128563	-1.4139839729149137	0.5202810494438173	0.147760041565227	1.3211765119685852
